device_id,request_id,device_time_us,host_send_monotonic_ns,host_receive_monotonic_ns,host_midpoint_monotonic_ns,round_trip_ns
cam01,frame_0000000103,12439678,638978500000000,638978500000000,638978500000000,0
cam01,frame_0000000104,12547728,638978593000000,638978593000000,638978593000000,0
cam01,frame_0000000105,12655787,638978687000000,638978687000000,638978687000000,0
cam01,frame_0000000106,12763837,638978796000000,638978796000000,638978796000000,0
cam01,frame_0000000107,12871946,638978890000000,638978890000000,638978890000000,0
cam01,frame_0000000108,12943968,638979000000000,638979000000000,638979000000000,0
cam01,frame_0000000109,13052035,638979093000000,638979093000000,638979093000000,0
cam01,frame_0000000110,13160094,638979187000000,638979187000000,638979187000000,0
cam01,frame_0000000111,13268094,638979296000000,638979296000000,638979296000000,0
cam01,frame_0000000112,13340125,638979390000000,638979390000000,638979390000000,0
cam01,frame_0000000113,13448180,638979500000000,638979500000000,638979500000000,0
cam01,frame_0000000114,13556234,638979593000000,638979593000000,638979593000000,0
imu01,i000011,20117526,638979671000000,638979687000000,638979679000000,16000000
cam01,frame_0000000115,13664286,638979687000000,638979687000000,638979687000000,0
cam01,frame_0000000116,13772335,638979796000000,638979796000000,638979796000000,0
cam01,frame_0000000117,13844373,638979890000000,638979890000000,638979890000000,0
cam01,frame_0000000118,13952427,638980000000000,638980000000000,638980000000000,0
cam01,frame_0000000119,14060483,638980093000000,638980093000000,638980093000000,0
cam01,frame_0000000120,14168530,638980187000000,638980187000000,638980187000000,0
cam01,frame_0000000121,14240577,638980296000000,638980296000000,638980296000000,0
cam01,frame_0000000122,14348626,638980390000000,638980390000000,638980390000000,0
cam01,frame_0000000123,14456681,638980500000000,638980500000000,638980500000000,0
cam01,frame_0000000124,14564728,638980593000000,638980593000000,638980593000000,0
cam01,frame_0000000125,14672794,638980687000000,638980687000000,638980687000000,0
cam01,frame_0000000126,14744818,638980796000000,638980796000000,638980796000000,0
cam01,frame_0000000127,14852874,638980890000000,638980890000000,638980890000000,0
cam01,frame_0000000128,14960932,638981000000000,638981000000000,638981000000000,0
cam01,frame_0000000129,15068984,638981093000000,638981093000000,638981093000000,0
cam01,frame_0000000130,15141018,638981187000000,638981187000000,638981187000000,0
cam01,frame_0000000131,15249077,638981296000000,638981296000000,638981296000000,0
cam01,frame_0000000132,15357128,638981390000000,638981390000000,638981390000000,0
cam01,frame_0000000133,15465183,638981500000000,638981500000000,638981500000000,0
cam01,frame_0000000134,15573232,638981593000000,638981593000000,638981593000000,0
imu01,i000012,22117531,638981671000000,638981687000000,638981679000000,16000000
cam01,frame_0000000135,15645272,638981687000000,638981687000000,638981687000000,0
cam01,frame_0000000136,15753326,638981796000000,638981796000000,638981796000000,0
cam01,frame_0000000137,15861380,638981890000000,638981890000000,638981890000000,0
cam01,frame_0000000138,15969428,638982000000000,638982000000000,638982000000000,0
cam01,frame_0000000139,16041470,638982093000000,638982093000000,638982093000000,0
cam01,frame_0000000140,16149524,638982187000000,638982187000000,638982187000000,0
cam01,frame_0000000141,16257581,638982296000000,638982296000000,638982296000000,0
cam01,frame_0000000142,16365628,638982390000000,638982390000000,638982390000000,0
cam01,frame_0000000143,16473686,638982500000000,638982500000000,638982500000000,0
cam01,frame_0000000144,16545718,638982593000000,638982593000000,638982593000000,0
cam01,frame_0000000145,16653773,638982687000000,638982687000000,638982687000000,0
cam01,frame_0000000146,16761828,638982796000000,638982796000000,638982796000000,0
cam01,frame_0000000147,16869885,638982890000000,638982890000000,638982890000000,0
cam01,frame_0000000148,16941915,638983000000000,638983000000000,638983000000000,0
cam01,frame_0000000149,17049973,638983093000000,638983093000000,638983093000000,0
cam01,frame_0000000150,17158033,638983187000000,638983187000000,638983187000000,0
cam01,frame_0000000151,17266082,638983296000000,638983296000000,638983296000000,0
cam01,frame_0000000152,17374133,638983390000000,638983390000000,638983390000000,0
