device_id,session_id,sequence,device_timestamp_us,host_capture_monotonic_ns,host_received_monotonic_ns,width,height,jpeg_bytes,motion_score,relative_path
cam01,fusion_20260818T183239Z,232,795294160,569608582404567,569608609000000,320,240,7140,0.011283411644399166,frames/0000000232.jpg
cam01,fusion_20260818T183239Z,233,795762788,569609052377414,569608656000000,320,240,6996,0.011872548609972,frames/0000000233.jpg
cam01,fusion_20260818T183239Z,234,795834435,569609124230024,569608843000000,320,240,6843,0.010739888995885849,frames/0000000234.jpg
cam01,fusion_20260818T183239Z,235,795942418,569609232522908,569608921000000,320,240,6294,0.017217934131622314,frames/0000000235.jpg
cam01,fusion_20260818T183239Z,236,796050483,569609340898028,569609046000000,320,240,6482,0.013960529118776321,frames/0000000236.jpg
cam01,fusion_20260818T183239Z,237,796158584,569609449309252,569609125000000,320,240,7097,0.0172821506857872,frames/0000000237.jpg
cam01,fusion_20260818T183239Z,238,796266523,569609557558010,569609203000000,320,240,7286,0.009236552752554417,frames/0000000238.jpg
cam01,fusion_20260818T183239Z,239,796338781,569609630023373,569609343000000,320,240,7310,0.008478605188429356,frames/0000000239.jpg
cam01,fusion_20260818T183239Z,240,796446708,569609738260097,569609734000000,320,240,7523,0.008705968037247658,frames/0000000240.jpg
cam01,fusion_20260818T183239Z,241,796482781,569609774436617,569609859000000,320,240,7231,0.017493855208158493,frames/0000000241.jpg
cam01,fusion_20260818T183239Z,242,796951048,569610244047428,569610218000000,320,240,7408,0.014058654196560383,frames/0000000242.jpg
cam01,fusion_20260818T183239Z,243,796987093,569610280195869,569610468000000,320,240,7471,0.010277233086526394,frames/0000000243.jpg
cam01,fusion_20260818T183239Z,244,797455275,569610749721436,569610593000000,320,240,7443,0.008502637967467308,frames/0000000244.jpg
cam01,fusion_20260818T183239Z,245,797491353,569610785902971,569611406000000,320,240,7397,0.011518366634845734,frames/0000000245.jpg
cam01,fusion_20260818T183239Z,246,798283629,569611580452608,569611437000000,320,240,7436,0.013484648428857327,frames/0000000246.jpg
cam01,fusion_20260818T183239Z,247,798643835,569611941692311,569611640000000,320,240,6994,0.013072574511170387,frames/0000000247.jpg
cam01,fusion_20260818T183239Z,248,798679816,569611977776567,569611718000000,320,240,6886,0.01222552452236414,frames/0000000248.jpg
cam01,fusion_20260818T183239Z,249,798823912,569612122286088,569611828000000,320,240,7395,0.013379647396504879,frames/0000000249.jpg
cam01,fusion_20260818T183239Z,250,798860012,569612158489686,569611921000000,320,240,7330,0.011930572800338268,frames/0000000250.jpg
cam01,fusion_20260818T183239Z,251,799040005,569612338999221,569612031000000,320,240,7008,0.010298696346580982,frames/0000000251.jpg
cam01,fusion_20260818T183239Z,252,799147963,569612447267034,569612109000000,320,240,6959,0.008350132964551449,frames/0000000252.jpg
cam01,fusion_20260818T183239Z,253,799220135,569612519646150,569612296000000,320,240,6936,0.010458912700414658,frames/0000000253.jpg
cam01,fusion_20260818T183239Z,254,799256163,569612555777542,569612328000000,320,240,7013,0.01270891260355711,frames/0000000254.jpg
cam01,fusion_20260818T183239Z,255,799364072,569612663996214,569612343000000,320,240,7276,0.009096660651266575,frames/0000000255.jpg
cam01,fusion_20260818T183239Z,256,799544249,569612844690278,569612562000000,320,240,6920,0.011611570604145527,frames/0000000256.jpg
cam01,fusion_20260818T183239Z,257,799616325,569612916973118,569612625000000,320,240,7192,0.012791173532605171,frames/0000000257.jpg
cam01,fusion_20260818T183239Z,258,799652460,569612953211816,569612703000000,320,240,7305,0.01079314760863781,frames/0000000258.jpg
cam01,fusion_20260818T183239Z,259,799832442,569613133710320,569612734000000,320,240,7469,0.01006575021892786,frames/0000000259.jpg
cam01,fusion_20260818T183239Z,260,799940532,569613242110512,569613156000000,320,240,7230,0.013991999439895153,frames/0000000260.jpg
cam01,fusion_20260818T183239Z,261,800048481,569613350369299,569613218000000,320,240,7442,0.015418489463627338,frames/0000000261.jpg
cam01,fusion_20260818T183239Z,262,800372735,569613675553829,569613531000000,320,240,7313,0.01415778137743473,frames/0000000262.jpg
