device_id,request_id,device_time_us,host_send_monotonic_ns,host_receive_monotonic_ns,host_midpoint_monotonic_ns,round_trip_ns
cam01,frame_0000000293,31457221,639159671000000,639159671000000,639159671000000,0
cam01,frame_0000000294,31565270,639159765000000,639159765000000,639159765000000,0
imu01,i000020,38116536,639159859000000,639159859000000,639159859000000,0
cam01,frame_0000000295,31673336,639159875000000,639159875000000,639159875000000,0
cam01,frame_0000000296,31745362,639159968000000,639159968000000,639159968000000,0
cam01,frame_0000000297,31853413,639160078000000,639160078000000,639160078000000,0
cam01,frame_0000000298,31961476,639160171000000,639160171000000,639160171000000,0
cam01,frame_0000000299,32069531,639160265000000,639160265000000,639160265000000,0
cam01,frame_0000000300,32141569,639160375000000,639160375000000,639160375000000,0
cam01,frame_0000000301,32249626,639160468000000,639160468000000,639160468000000,0
cam01,frame_0000000302,32357677,639160578000000,639160578000000,639160578000000,0
cam01,frame_0000000303,32465725,639160671000000,639160671000000,639160671000000,0
cam01,frame_0000000304,32573767,639160765000000,639160765000000,639160765000000,0
cam01,frame_0000000305,32645807,639160875000000,639160875000000,639160875000000,0
cam01,frame_0000000306,32753868,639160968000000,639160968000000,639160968000000,0
cam01,frame_0000000307,32861921,639161078000000,639161078000000,639161078000000,0
cam01,frame_0000000308,32969967,639161171000000,639161171000000,639161171000000,0
cam01,frame_0000000309,33078034,639161265000000,639161265000000,639161265000000,0
cam01,frame_0000000310,33150055,639161375000000,639161375000000,639161375000000,0
cam01,frame_0000000311,33258118,639161468000000,639161468000000,639161468000000,0
cam01,frame_0000000312,33366173,639161578000000,639161578000000,639161578000000,0
cam01,frame_0000000313,33474222,639161671000000,639161671000000,639161671000000,0
cam01,frame_0000000314,33546260,639161765000000,639161765000000,639161765000000,0
imu01,i000021,40117533,639161859000000,639161859000000,639161859000000,0
cam01,frame_0000000315,33654317,639161875000000,639161875000000,639161875000000,0
cam01,frame_0000000316,33762375,639161968000000,639161968000000,639161968000000,0
cam01,frame_0000000317,33870422,639162078000000,639162078000000,639162078000000,0
cam01,frame_0000000318,33978565,639162171000000,639162171000000,639162171000000,0
cam01,frame_0000000319,34050517,639162265000000,639162265000000,639162265000000,0
cam01,frame_0000000320,34158562,639162375000000,639162375000000,639162375000000,0
cam01,frame_0000000321,34266624,639162468000000,639162468000000,639162468000000,0
cam01,frame_0000000322,34374676,639162578000000,639162578000000,639162578000000,0
cam01,frame_0000000323,34446719,639162671000000,639162671000000,639162671000000,0
cam01,frame_0000000324,34554773,639162765000000,639162765000000,639162765000000,0
cam01,frame_0000000325,34662825,639162875000000,639162875000000,639162875000000,0
cam01,frame_0000000326,34770883,639162968000000,639162968000000,639162968000000,0
