host_monotonic_ns,t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,schema_version,device_id,session_id,sequence,device_timestamp_us,host_capture_monotonic_ns
569174359000000,14215,-0.291,0.317,0.9,0.49,0.25,0.12,1,imu01,fusion_20260818T182612Z,122,14215347,569174349086327
569174375000000,14235,-0.287,0.316,0.9,-0.44,-0.02,0.03,1,imu01,fusion_20260818T182612Z,123,14235345,569174369083896
569174406000000,14255,-0.29,0.314,0.908,0.17,-0.04,0.03,1,imu01,fusion_20260818T182612Z,124,14255348,569174389086466
569174421000000,14275,-0.288,0.312,0.9,-0.22,-0.25,-0.06,1,imu01,fusion_20260818T182612Z,125,14275345,569174409083035
569174437000000,14295,-0.287,0.315,0.904,0.13,0.29,0.02,1,imu01,fusion_20260818T182612Z,126,14295348,569174429085604
569174453000000,14315,-0.291,0.31,0.891,-0.17,0.0,0.28,1,imu01,fusion_20260818T182612Z,127,14315345,569174449082174
569174484000000,14335,-0.291,0.315,0.901,0.06,0.0,-0.09,1,imu01,fusion_20260818T182612Z,128,14335348,569174469084743
569174500000000,14355,-0.289,0.313,0.9,-0.1,-0.14,-0.1,1,imu01,fusion_20260818T182612Z,129,14355345,569174489081313
569174515000000,14375,-0.288,0.316,0.902,-0.21,0.03,-0.04,1,imu01,fusion_20260818T182612Z,130,14375348,569174509083882
569174546000000,14395,-0.288,0.314,0.902,0.03,-0.07,0.26,1,imu01,fusion_20260818T182612Z,131,14395345,569174529080452
569174562000000,14415,-0.285,0.311,0.903,-0.11,0.0,0.03,1,imu01,fusion_20260818T182612Z,132,14415348,569174549083021
569174578000000,14435,-0.293,0.315,0.901,0.05,-0.03,-0.04,1,imu01,fusion_20260818T182612Z,133,14435345,569174569079590
569174593000000,14455,-0.289,0.311,0.904,-0.11,0.24,-0.03,1,imu01,fusion_20260818T182612Z,134,14455348,569174589082160
569174625000000,14475,-0.289,0.316,0.894,-0.1,-0.15,-0.04,1,imu01,fusion_20260818T182612Z,135,14475345,569174609078729
569174640000000,14495,-0.29,0.311,0.9,-0.11,-0.03,0.02,1,imu01,fusion_20260818T182612Z,136,14495348,569174629081299
569174656000000,14515,-0.285,0.313,0.897,0.15,-0.23,0.01,1,imu01,fusion_20260818T182612Z,137,14515345,569174649077868
569174671000000,14535,-0.286,0.312,0.904,-0.01,0.12,-0.05,1,imu01,fusion_20260818T182612Z,138,14535348,569174669080438
569174703000000,14555,-0.288,0.313,0.904,-0.04,-0.14,-0.06,1,imu01,fusion_20260818T182612Z,139,14555345,569174689077007
569174718000000,14575,-0.288,0.315,0.908,-0.12,-0.11,0.07,1,imu01,fusion_20260818T182612Z,140,14575348,569174709079576
569174734000000,14595,-0.29,0.312,0.904,0.06,0.19,0.12,1,imu01,fusion_20260818T182612Z,141,14595345,569174729076146
569174765000000,14615,-0.288,0.313,0.894,-0.07,0.03,0.06,1,imu01,fusion_20260818T182612Z,142,14615348,569174749078715
569174781000000,14635,-0.287,0.315,0.904,0.04,0.03,-0.16,1,imu01,fusion_20260818T182612Z,143,14635345,569174769075285
569174796000000,14655,-0.291,0.316,0.903,0.12,-0.1,-0.04,1,imu01,fusion_20260818T182612Z,144,14655348,569174789077854
569174812000000,14675,-0.284,0.315,0.905,0.0,0.2,-0.07,1,imu01,fusion_20260818T182612Z,145,14675345,569174809074424
569174843000000,14695,-0.29,0.314,0.905,-0.05,-0.08,0.21,1,imu01,fusion_20260818T182612Z,146,14695348,569174829076993
569174859000000,14715,-0.29,0.315,0.898,-0.22,0.02,0.05,1,imu01,fusion_20260818T182612Z,147,14715345,569174849073562
569174875000000,14735,-0.29,0.312,0.902,0.03,-0.16,-0.04,1,imu01,fusion_20260818T182612Z,148,14735348,569174869076132
569174906000000,14755,-0.286,0.313,0.902,0.03,0.31,0.06,1,imu01,fusion_20260818T182612Z,149,14755345,569174889072701
569174921000000,14775,-0.29,0.315,0.898,0.51,0.09,0.07,1,imu01,fusion_20260818T182612Z,150,14775348,569174909075270
569174937000000,14795,-0.288,0.315,0.896,-0.21,-0.03,0.05,1,imu01,fusion_20260818T182612Z,151,14795345,569174929071840
569174953000000,14815,-0.291,0.315,0.896,0.84,0.23,-0.13,1,imu01,fusion_20260818T182612Z,152,14815348,569174949074409
569174984000000,14835,-0.291,0.313,0.9,-1.01,-0.2,0.03,1,imu01,fusion_20260818T182612Z,153,14835345,569174969070979
569175000000000,14855,-0.289,0.312,0.9,-1.48,-0.63,0.13,1,imu01,fusion_20260818T182612Z,154,14855348,569174989073548
