device_id,session_id,sequence,device_timestamp_us,host_capture_monotonic_ns,host_received_monotonic_ns,width,height,jpeg_bytes,motion_score,relative_path
cam01,fusion_20260818T182612Z,64,417069304,569229694290682,569230031000000,320,240,7267,0.015033802948892117,frames/0000000064.jpg
cam01,fusion_20260818T182612Z,65,417141357,569229764327193,569230718000000,320,240,7250,0.012613204307854176,frames/0000000065.jpg
cam01,fusion_20260818T182612Z,66,417753484,569230359323089,569230750000000,320,240,7496,0.011191057972609997,frames/0000000066.jpg
cam01,fusion_20260818T182612Z,67,417790158,569230394970724,569231484000000,320,240,7651,0.012105461210012436,frames/0000000067.jpg
cam01,fusion_20260818T182612Z,68,418365945,569230954643638,569231609000000,320,240,7349,0.012632149271667004,frames/0000000068.jpg
cam01,fusion_20260818T182612Z,69,418690069,569231269696641,569231625000000,320,240,7155,0.016550840809941292,frames/0000000069.jpg
cam01,fusion_20260818T182612Z,70,418798078,569231374682880,569231984000000,320,240,7156,0.014942758716642857,frames/0000000070.jpg
cam01,fusion_20260818T182612Z,71,418834249,569231409841592,569232000000000,320,240,7028,0.012939764186739922,frames/0000000071.jpg
cam01,fusion_20260818T182612Z,72,419194321,569231759836548,569232187000000,320,240,6837,0.01393447071313858,frames/0000000072.jpg
cam01,fusion_20260818T182612Z,73,419302370,569231864861668,569232500000000,320,240,6819,0.015506689436733723,frames/0000000073.jpg
cam01,fusion_20260818T182612Z,74,419626422,569232179844686,569233531000000,320,240,7572,0.020026875659823418,frames/0000000074.jpg
cam01,fusion_20260818T182612Z,75,420671074,569233195260854,569233609000000,320,240,7424,0.015260722488164902,frames/0000000075.jpg
cam01,fusion_20260818T182612Z,76,420707124,569233230301952,569233734000000,320,240,7540,0.011901501566171646,frames/0000000076.jpg
cam01,fusion_20260818T182612Z,77,420851033,569233370183487,569233859000000,320,240,7523,0.01124237384647131,frames/0000000077.jpg
cam01,fusion_20260818T182612Z,78,420887195,569233405333450,569233875000000,320,240,7524,0.008986945264041424,frames/0000000078.jpg
cam01,fusion_20260818T182612Z,79,421067232,569233580331900,569234062000000,320,240,7658,0.008964852429926395,frames/0000000079.jpg
cam01,fusion_20260818T182612Z,80,421175317,569233685392012,569234140000000,320,240,7434,0.009312602691352367,frames/0000000080.jpg
cam01,fusion_20260818T182612Z,81,421211403,569233720468103,569234265000000,320,240,7372,0.012215005233883858,frames/0000000081.jpg
cam01,fusion_20260818T182612Z,82,421355450,569233860483776,569235125000000,320,240,7343,0.010064747184515,frames/0000000082.jpg
