host_monotonic_ns,t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
474272890000000,193781,-0.856,-0.02,-0.522,0.13,-0.22,0.15
474272906000000,193801,-0.857,-0.022,-0.513,-0.21,-0.09,-0.27
474272937000000,193821,-0.856,-0.024,-0.52,-0.02,0.01,-0.1
474272953000000,193841,-0.855,-0.022,-0.509,0.1,-0.14,-0.03
474272968000000,193861,-0.854,-0.03,-0.512,-0.03,-0.09,0.11
474272984000000,193881,-0.861,-0.029,-0.515,-0.08,0.19,0.01
474273015000000,193901,-0.857,-0.029,-0.51,-0.04,-0.03,0.17
474273031000000,193921,-0.859,-0.024,-0.515,-0.04,0.69,-0.05
474273046000000,193941,-0.857,-0.025,-0.515,-0.17,-0.03,-0.16
474273078000000,193961,-0.861,-0.019,-0.517,0.17,-0.19,0.13
474273093000000,193981,-0.852,-0.025,-0.512,-0.01,0.09,-0.1
474273109000000,194001,-0.856,-0.023,-0.518,-0.09,-0.31,0.02
474273125000000,194021,-0.856,-0.022,-0.517,-0.14,0.24,-0.12
474273156000000,194041,-0.859,-0.026,-0.515,-0.14,-0.04,0.05
474273171000000,194061,-0.854,-0.027,-0.514,-0.14,0.03,0.24
474273187000000,194081,-0.858,-0.025,-0.508,0.02,0.23,0.11
474273203000000,194101,-0.859,-0.025,-0.523,0.28,-0.19,0.3
474273234000000,194121,-0.856,-0.026,-0.519,0.12,-0.19,-0.11
474273250000000,194141,-0.862,-0.029,-0.519,0.02,0.04,-0.0
474273265000000,194161,-0.859,-0.023,-0.516,-0.04,-0.0,0.09
474273296000000,194181,-0.855,-0.024,-0.519,-0.1,0.2,0.17
474273312000000,194201,-0.857,-0.027,-0.516,-0.07,-0.0,0.28
474273328000000,194221,-0.857,-0.022,-0.515,0.04,-0.15,0.4
474273343000000,194241,-0.856,-0.025,-0.517,0.0,-0.13,-0.02
474273375000000,194261,-0.86,-0.024,-0.517,0.15,0.08,-0.05
474273390000000,194281,-0.859,-0.026,-0.514,-0.23,-0.03,-0.02
474273406000000,194301,-0.858,-0.023,-0.519,-0.04,-0.15,-0.34
474273437000000,194321,-0.856,-0.023,-0.516,0.14,-0.09,-0.06
474273453000000,194341,-0.856,-0.024,-0.519,-0.03,0.3,0.05
474273468000000,194361,-0.856,-0.03,-0.514,0.01,0.62,-0.14
474273484000000,194381,-0.857,-0.021,-0.512,0.09,-0.35,0.08
474273515000000,194401,-0.861,-0.025,-0.511,-0.15,0.18,0.16
474273531000000,194421,-0.858,-0.02,-0.51,-0.07,0.08,0.29
474273546000000,194441,-0.858,-0.025,-0.518,-0.14,-0.07,0.1
474273562000000,194461,-0.858,-0.028,-0.512,0.08,0.39,0.11
474273593000000,194481,-0.857,-0.02,-0.518,-0.03,0.03,-0.26
474273609000000,194501,-0.857,-0.024,-0.519,-0.11,0.23,0.09
474273625000000,194521,-0.859,-0.025,-0.517,0.03,0.38,0.09
474273656000000,194541,-0.857,-0.027,-0.517,0.22,0.24,-0.26
474273671000000,194561,-0.857,-0.027,-0.517,-0.1,-0.15,-0.03
474273687000000,194581,-0.856,-0.027,-0.517,0.15,-0.32,0.07
474273703000000,194601,-0.857,-0.025,-0.513,0.03,-0.22,0.1
474273734000000,194621,-0.857,-0.024,-0.519,0.25,-0.04,-0.03
474273750000000,194641,-0.857,-0.025,-0.509,0.01,-0.14,0.11
474273765000000,194661,-0.855,-0.019,-0.516,-0.2,0.06,0.26
474273796000000,194681,-0.856,-0.023,-0.517,-0.15,-0.15,0.17
474273812000000,194701,-0.854,-0.024,-0.524,0.09,0.16,-0.01
474273828000000,194721,-0.859,-0.025,-0.514,0.03,0.1,-0.01
474273843000000,194741,-0.857,-0.025,-0.51,0.09,0.1,0.2
474273875000000,194761,-0.857,-0.022,-0.516,-0.02,-0.25,-0.02
474273890000000,194781,-0.859,-0.026,-0.516,0.08,-0.13,0.11
474273906000000,194801,-0.859,-0.023,-0.516,-0.11,0.12,-0.05
474273937000000,194821,-0.858,-0.021,-0.512,0.35,0.22,-0.31
474273953000000,194841,-0.853,-0.025,-0.515,0.05,0.06,-0.05
474273968000000,194861,-0.855,-0.025,-0.518,0.02,-0.09,0.05
474273984000000,194881,-0.855,-0.029,-0.513,-0.12,0.14,-0.17
474274015000000,194901,-0.857,-0.019,-0.51,0.05,0.05,0.05
474274031000000,194921,-0.859,-0.025,-0.519,0.14,-0.34,-0.06
474274046000000,194941,-0.857,-0.025,-0.509,-0.01,0.18,0.08
474274078000000,194961,-0.859,-0.025,-0.518,-0.04,-0.02,0.08
474274093000000,194981,-0.857,-0.025,-0.515,-0.08,0.23,-0.04
474274109000000,195001,-0.855,-0.022,-0.51,-0.09,0.02,0.06
474274125000000,195021,-0.857,-0.026,-0.514,0.24,-0.17,-0.3
474274156000000,195041,-0.854,-0.025,-0.516,-0.04,-0.15,0.12
474274171000000,195061,-0.855,-0.025,-0.521,0.12,-0.09,-0.02
474274187000000,195081,-0.856,-0.026,-0.52,0.0,0.14,-0.06
474274218000000,195101,-0.858,-0.027,-0.515,-0.21,-0.15,0.04
474274234000000,195121,-0.857,-0.029,-0.511,-0.07,-0.13,-0.15
474274250000000,195141,-0.856,-0.024,-0.522,0.12,0.06,-0.08
474274265000000,195161,-0.856,-0.025,-0.515,-0.23,0.12,-0.22
474274296000000,195181,-0.853,-0.023,-0.517,0.12,0.18,-0.13
474274312000000,195201,-0.854,-0.026,-0.517,-0.01,0.01,-0.0
474274328000000,195221,-0.855,-0.025,-0.516,-0.05,-0.02,0.11
474274343000000,195241,-0.853,-0.027,-0.521,0.05,0.04,-0.0
474274375000000,195261,-0.853,-0.025,-0.519,-0.1,0.07,0.17
474274390000000,195281,-0.856,-0.021,-0.512,-0.27,-0.15,-0.13
474274406000000,195301,-0.855,-0.024,-0.509,0.11,-0.25,-0.05
474274437000000,195321,-0.857,-0.027,-0.516,0.17,0.04,0.17
474274453000000,195341,-0.854,-0.018,-0.519,-0.03,0.05,-0.05
474274468000000,195361,-0.857,-0.028,-0.518,0.02,0.04,-0.03
474274484000000,195381,-0.857,-0.021,-0.519,0.25,-0.22,-0.03
474274515000000,195401,-0.854,-0.026,-0.52,0.0,-0.17,-0.17
474274531000000,195421,-0.854,-0.025,-0.509,-0.1,-0.17,0.05
474274546000000,195441,-0.855,-0.023,-0.512,0.11,-0.13,0.17
474274578000000,195461,-0.859,-0.026,-0.512,-0.08,0.11,0.14
474274593000000,195481,-0.863,-0.026,-0.517,0.15,0.32,0.01
474274609000000,195501,-0.86,-0.024,-0.518,0.03,0.01,-0.04
474274625000000,195521,-0.858,-0.024,-0.518,0.02,0.07,0.16
474274656000000,195541,-0.855,-0.029,-0.507,0.1,-0.13,-0.24
474274671000000,195561,-0.857,-0.025,-0.516,-0.03,-0.29,0.15
474274687000000,195581,-0.856,-0.026,-0.519,-0.03,0.11,0.09
474274703000000,195601,-0.857,-0.025,-0.518,0.02,-0.02,0.38
474274734000000,195621,-0.853,-0.027,-0.519,0.12,0.15,0.07
474274750000000,195641,-0.854,-0.023,-0.517,-0.17,0.07,-0.02
474274765000000,195661,-0.859,-0.021,-0.519,-0.1,-0.18,0.21
474274796000000,195681,-0.855,-0.024,-0.518,0.14,-0.01,0.28
474274812000000,195701,-0.857,-0.025,-0.52,0.01,0.05,0.05
474274828000000,195721,-0.859,-0.027,-0.515,-0.01,-0.2,0.06
474274843000000,195741,-0.854,-0.021,-0.516,-0.17,-0.02,0.14
474274875000000,195761,-0.858,-0.023,-0.508,0.03,0.2,0.13
474274890000000,195781,-0.856,-0.023,-0.52,0.12,0.05,0.05
474274906000000,195801,-0.858,-0.026,-0.513,0.03,0.49,-0.05
474274937000000,195821,-0.853,-0.026,-0.519,0.12,0.06,-0.02
474274953000000,195841,-0.854,-0.024,-0.525,-0.05,0.19,0.13
474274968000000,195861,-0.854,-0.026,-0.517,-0.04,0.42,0.05
474274984000000,195881,-0.854,-0.023,-0.512,0.14,0.22,0.07
474275015000000,195901,-0.859,-0.025,-0.508,0.35,0.44,-0.07
474275031000000,195921,-0.857,-0.021,-0.509,-0.2,0.23,0.3
474275046000000,195941,-0.858,-0.025,-0.515,0.07,-0.15,0.24
474275078000000,195961,-0.856,-0.025,-0.516,-0.07,0.34,-0.1
474275093000000,195981,-0.854,-0.024,-0.516,-0.1,0.4,-0.01
474275109000000,196001,-0.861,-0.022,-0.512,0.08,0.38,-0.14
474275125000000,196021,-0.86,-0.026,-0.516,0.27,-0.12,-0.04
474275156000000,196041,-0.853,-0.029,-0.515,0.11,0.39,0.35
474275171000000,196061,-0.857,-0.026,-0.507,-0.27,0.24,0.23
474275187000000,196081,-0.856,-0.018,-0.521,0.18,-0.07,0.07
474275203000000,196101,-0.857,-0.026,-0.513,0.15,0.15,0.02
474275234000000,196121,-0.854,-0.025,-0.519,-0.02,-0.16,0.1
474275250000000,196141,-0.86,-0.023,-0.518,0.16,-0.13,0.08
474275265000000,196161,-0.85,-0.025,-0.514,-0.16,-0.02,0.24
474275296000000,196181,-0.86,-0.022,-0.518,-0.12,0.09,-0.02
474275312000000,196201,-0.861,-0.025,-0.516,-0.16,0.08,0.3
474275328000000,196221,-0.86,-0.023,-0.508,0.05,0.22,0.26
474275343000000,196241,-0.857,-0.023,-0.516,0.0,-0.14,-0.12
474275375000000,196261,-0.856,-0.027,-0.51,0.12,0.14,-0.16
474275390000000,196281,-0.861,-0.025,-0.515,0.13,-0.35,-0.19
474275406000000,196301,-0.859,-0.029,-0.512,-0.01,-0.11,-0.02
474275437000000,196321,-0.852,-0.024,-0.524,-0.07,0.44,0.24
474275453000000,196341,-0.855,-0.025,-0.514,-0.02,0.16,0.06
474275468000000,196361,-0.856,-0.028,-0.514,0.15,0.2,0.06
474275484000000,196381,-0.859,-0.026,-0.514,-0.11,-0.16,-0.16
474275515000000,196401,-0.858,-0.023,-0.521,-0.22,-0.07,0.15
474275531000000,196421,-0.859,-0.023,-0.516,-0.26,-0.23,-0.02
474275546000000,196441,-0.856,-0.025,-0.519,-0.06,0.13,0.04
474275562000000,196461,-0.853,-0.028,-0.513,-0.04,0.36,0.24
474275593000000,196481,-0.854,-0.025,-0.514,-0.2,0.38,0.27
474275609000000,196501,-0.857,-0.024,-0.516,0.05,0.15,0.08
474275625000000,196521,-0.854,-0.024,-0.512,0.14,-0.13,0.04
474275656000000,196541,-0.857,-0.023,-0.513,0.06,0.14,0.08
474275671000000,196561,-0.853,-0.025,-0.506,0.0,-0.14,0.08
474275687000000,196581,-0.858,-0.026,-0.518,0.12,-0.38,-0.23
474275703000000,196601,-0.857,-0.026,-0.519,0.03,-0.36,-0.19
474275734000000,196621,-0.857,-0.024,-0.511,-0.07,-0.51,-0.01
474275750000000,196641,-0.853,-0.027,-0.516,-0.12,-0.35,-0.05
474275765000000,196661,-0.86,-0.025,-0.516,-0.19,0.17,-0.02
474275796000000,196681,-0.86,-0.025,-0.516,0.41,-0.03,0.08
474275812000000,196701,-0.857,-0.022,-0.516,-0.07,-0.25,0.05
474275828000000,196721,-0.855,-0.028,-0.511,-0.04,0.29,-0.04
474275843000000,196741,-0.855,-0.025,-0.513,-0.03,0.24,0.07
474275875000000,196761,-0.856,-0.028,-0.514,0.08,-0.09,-0.08
474275890000000,196781,-0.855,-0.024,-0.51,-0.01,-0.04,-0.34
474275906000000,196801,-0.859,-0.02,-0.514,0.18,-0.06,-0.09
474275937000000,196821,-0.858,-0.025,-0.518,0.24,0.17,0.13
474275953000000,196841,-0.856,-0.023,-0.516,0.1,-0.15,-0.0
474275968000000,196861,-0.855,-0.025,-0.515,-0.27,-0.0,0.01
474275984000000,196881,-0.856,-0.025,-0.517,0.09,-0.07,0.19
474276015000000,196901,-0.852,-0.018,-0.512,-0.2,-0.14,-0.06
474276031000000,196921,-0.854,-0.023,-0.507,0.17,0.15,0.21
474276046000000,196941,-0.857,-0.027,-0.513,-0.03,-0.06,0.04
474276078000000,196961,-0.855,-0.027,-0.515,0.05,-0.01,0.12
474276093000000,196981,-0.853,-0.022,-0.522,0.08,0.25,0.08
474276109000000,197001,-0.855,-0.025,-0.511,-0.11,0.2,0.04
474276125000000,197021,-0.854,-0.024,-0.523,-0.09,-0.12,-0.28
474276156000000,197041,-0.858,-0.024,-0.513,0.05,-0.2,0.03
474276171000000,197061,-0.853,-0.025,-0.513,-0.16,-0.12,-0.07
474276187000000,197081,-0.861,-0.022,-0.513,-0.03,-0.1,0.08
474276203000000,197101,-0.86,-0.026,-0.513,-0.1,0.2,0.14
474276234000000,197121,-0.856,-0.025,-0.516,0.22,0.14,-0.11
474276250000000,197141,-0.857,-0.026,-0.514,-0.06,0.02,0.12
474276265000000,197161,-0.855,-0.023,-0.518,0.2,-0.03,-0.02
474276296000000,197181,-0.855,-0.023,-0.512,0.13,-0.09,0.11
474276312000000,197201,-0.861,-0.026,-0.514,-0.09,0.16,-0.18
474276328000000,197221,-0.858,-0.023,-0.516,-0.22,-0.01,0.04
474276343000000,197241,-0.857,-0.025,-0.517,-0.12,0.01,0.03
474276375000000,197261,-0.854,-0.025,-0.513,0.12,0.02,0.08
474276390000000,197281,-0.856,-0.02,-0.518,0.18,-0.2,0.08
474276406000000,197301,-0.859,-0.026,-0.508,0.02,-0.19,0.19
474276437000000,197321,-0.857,-0.022,-0.509,-0.08,-0.02,-0.16
474276453000000,197341,-0.859,-0.022,-0.515,-0.01,0.2,-0.0
474276468000000,197361,-0.857,-0.025,-0.519,0.15,-0.15,0.13
474276484000000,197381,-0.853,-0.026,-0.509,0.01,0.38,-0.07
474276515000000,197401,-0.856,-0.026,-0.514,-0.02,0.04,-0.12
474276531000000,197421,-0.859,-0.025,-0.513,0.17,0.04,0.16
474276546000000,197441,-0.86,-0.026,-0.518,-0.15,-0.12,0.11
474276562000000,197461,-0.858,-0.023,-0.521,-0.01,0.15,0.01
474276593000000,197481,-0.861,-0.024,-0.52,0.04,0.04,-0.03
474276609000000,197501,-0.857,-0.025,-0.515,0.04,0.13,0.01
474276625000000,197521,-0.855,-0.02,-0.517,0.09,0.27,-0.1
474276656000000,197541,-0.856,-0.026,-0.517,0.18,-0.13,-0.14
474276671000000,197561,-0.855,-0.025,-0.51,0.06,-0.21,0.07
474276687000000,197581,-0.857,-0.025,-0.509,-0.07,-0.12,-0.12
474276703000000,197601,-0.856,-0.022,-0.518,-0.07,-0.16,0.07
474276734000000,197621,-0.854,-0.024,-0.517,0.17,0.13,-0.03
474276750000000,197641,-0.854,-0.028,-0.516,0.05,0.1,-0.05
474276765000000,197661,-0.851,-0.023,-0.516,0.23,0.13,0.08
474276796000000,197681,-0.856,-0.023,-0.519,-0.24,-0.16,0.08
474276812000000,197701,-0.855,-0.026,-0.514,-0.04,-0.24,0.09
474276828000000,197721,-0.859,-0.021,-0.513,0.09,-0.01,0.05
474276843000000,197741,-0.856,-0.023,-0.517,-0.18,0.09,-0.21
474276875000000,197761,-0.856,-0.02,-0.511,-0.08,0.3,0.24
474276890000000,197781,-0.853,-0.022,-0.519,-0.06,0.04,-0.17
474276906000000,197801,-0.858,-0.025,-0.511,0.08,0.04,-0.12
474276937000000,197821,-0.859,-0.026,-0.517,-0.08,0.08,0.12
474276953000000,197841,-0.858,-0.025,-0.514,0.01,-0.08,-0.01
474276968000000,197861,-0.859,-0.031,-0.518,0.18,0.19,-0.05
474276984000000,197881,-0.854,-0.024,-0.51,-0.04,0.14,-0.07
474277015000000,197901,-0.853,-0.021,-0.514,0.13,-0.12,-0.25
474277031000000,197921,-0.852,-0.021,-0.511,-0.14,0.15,0.05
474277046000000,197941,-0.859,-0.024,-0.517,-0.04,0.2,0.21
474277078000000,197961,-0.857,-0.025,-0.516,-0.04,-0.0,-0.02
474277093000000,197981,-0.859,-0.024,-0.511,-0.16,0.11,0.05
474277109000000,198001,-0.853,-0.026,-0.515,0.03,0.09,0.03
474277125000000,198021,-0.856,-0.024,-0.513,0.17,0.12,-0.06
474277156000000,198041,-0.859,-0.028,-0.514,-0.04,0.05,0.01
474277171000000,198061,-0.856,-0.023,-0.516,0.01,-0.08,0.1
474277187000000,198081,-0.858,-0.027,-0.518,-0.07,-0.29,-0.0
474277203000000,198101,-0.857,-0.021,-0.517,-0.04,-0.23,-0.01
474277234000000,198121,-0.859,-0.021,-0.518,-0.12,-0.02,0.17
474277250000000,198141,-0.855,-0.025,-0.515,-0.11,0.04,0.08
474277265000000,198161,-0.853,-0.025,-0.515,0.09,0.33,0.3
474277296000000,198181,-0.854,-0.025,-0.516,0.01,-0.21,0.18
474277312000000,198201,-0.857,-0.024,-0.513,0.15,-0.17,0.02
474277328000000,198221,-0.85,-0.024,-0.513,0.09,0.04,-0.05
474277343000000,198241,-0.856,-0.027,-0.51,-0.08,-0.0,-0.05
474277375000000,198261,-0.857,-0.029,-0.513,0.23,0.17,-0.04
474277390000000,198281,-0.859,-0.026,-0.514,0.18,0.29,0.14
474277406000000,198301,-0.855,-0.023,-0.516,-0.04,-0.06,0.17
474277437000000,198321,-0.851,-0.024,-0.512,0.02,0.16,0.36
474277453000000,198341,-0.858,-0.025,-0.517,0.18,0.17,0.34
474277468000000,198361,-0.856,-0.027,-0.506,-0.09,0.15,-0.11
474277484000000,198381,-0.856,-0.028,-0.518,0.06,-0.1,0.1
474277515000000,198401,-0.858,-0.026,-0.517,-0.05,0.11,-0.04
474277531000000,198421,-0.859,-0.028,-0.52,0.12,0.2,-0.08
474277546000000,198441,-0.859,-0.024,-0.515,-0.23,0.13,0.14
474277578000000,198461,-0.855,-0.021,-0.514,0.19,0.02,-0.13
474277593000000,198481,-0.854,-0.028,-0.516,0.02,-0.09,-0.11
474277609000000,198501,-0.86,-0.026,-0.517,0.08,0.09,0.06
474277625000000,198521,-0.858,-0.022,-0.514,0.15,0.19,0.04
474277656000000,198541,-0.856,-0.023,-0.517,-0.06,0.34,-0.08
474277671000000,198561,-0.856,-0.025,-0.518,-0.04,-0.01,0.13
474277687000000,198581,-0.853,-0.027,-0.517,0.22,0.01,0.08
474277703000000,198601,-0.854,-0.026,-0.519,-0.11,0.07,0.24
474277734000000,198621,-0.855,-0.028,-0.513,0.14,-0.22,0.22
474277750000000,198641,-0.86,-0.027,-0.51,-0.07,-0.08,0.21
474277765000000,198661,-0.858,-0.025,-0.516,-0.14,0.14,0.14
474277796000000,198681,-0.854,-0.022,-0.516,0.07,0.11,0.16
474277812000000,198701,-0.858,-0.027,-0.511,0.01,-0.04,-0.16
474277828000000,198721,-0.856,-0.026,-0.514,0.11,0.3,-0.08
474277843000000,198741,-0.857,-0.026,-0.508,0.03,0.04,-0.11
474277875000000,198761,-0.856,-0.026,-0.519,0.22,0.07,0.13
474277890000000,198781,-0.856,-0.028,-0.518,0.31,0.12,0.06
474277906000000,198801,-0.86,-0.026,-0.512,-0.36,0.19,0.04
474277937000000,198821,-0.855,-0.023,-0.517,-0.2,0.05,-0.03
474277953000000,198841,-0.858,-0.025,-0.513,0.12,-0.15,-0.23
474277968000000,198861,-0.854,-0.025,-0.519,-0.01,0.21,-0.05
474277984000000,198881,-0.855,-0.025,-0.517,-0.02,-0.22,0.22
474278015000000,198901,-0.855,-0.025,-0.513,-0.04,0.11,0.06
474278031000000,198921,-0.855,-0.025,-0.51,-0.2,-0.14,0.24
474278046000000,198941,-0.854,-0.023,-0.515,0.07,-0.02,-0.16
474278078000000,198961,-0.857,-0.026,-0.511,0.02,0.01,-0.08
474278093000000,198981,-0.861,-0.025,-0.522,-0.03,-0.18,-0.08
474278109000000,199001,-0.859,-0.026,-0.518,0.12,-0.02,0.16
474278125000000,199021,-0.858,-0.023,-0.521,-0.24,-0.09,0.26
474278156000000,199041,-0.859,-0.028,-0.511,-0.04,-0.17,-0.11
474278171000000,199061,-0.858,-0.021,-0.511,0.16,-0.33,0.2
474278187000000,199081,-0.855,-0.025,-0.517,-0.04,0.17,0.29
474278203000000,199101,-0.857,-0.028,-0.522,-0.02,-0.15,0.26
474278234000000,199121,-0.859,-0.021,-0.512,0.08,0.08,0.4
474278250000000,199141,-0.858,-0.022,-0.524,0.12,-0.01,0.03
474278265000000,199161,-0.856,-0.026,-0.514,0.05,-0.26,0.04
474278296000000,199181,-0.852,-0.026,-0.52,-0.06,-0.16,0.08
474278312000000,199201,-0.859,-0.025,-0.514,0.28,-0.06,-0.04
474278328000000,199221,-0.856,-0.027,-0.516,0.1,0.2,-0.0
474278343000000,199241,-0.853,-0.026,-0.514,0.22,0.06,0.11
474278375000000,199261,-0.857,-0.023,-0.517,0.11,0.26,-0.27
474278390000000,199281,-0.855,-0.027,-0.517,0.22,-0.2,-0.03
474278406000000,199301,-0.853,-0.026,-0.519,0.11,0.07,-0.03
474278437000000,199321,-0.86,-0.024,-0.506,0.15,0.19,-0.08
474278453000000,199341,-0.858,-0.022,-0.513,0.02,-0.11,0.11
474278468000000,199361,-0.854,-0.023,-0.517,0.12,0.11,0.27
474278484000000,199381,-0.856,-0.023,-0.517,0.04,0.23,-0.05
474278515000000,199401,-0.856,-0.025,-0.522,0.11,-0.45,0.19
474278531000000,199421,-0.861,-0.02,-0.517,0.09,-0.0,0.1
474278546000000,199441,-0.86,-0.021,-0.518,0.03,0.03,0.24
474278578000000,199461,-0.863,-0.025,-0.512,-0.12,0.08,0.1
474278593000000,199481,-0.855,-0.022,-0.517,-0.04,0.2,-0.13
474278609000000,199501,-0.857,-0.022,-0.513,-0.04,0.17,0.11
474278625000000,199521,-0.856,-0.027,-0.517,0.04,-0.29,-0.16
474278656000000,199541,-0.854,-0.02,-0.511,-0.02,-0.21,-0.18
474278671000000,199561,-0.857,-0.025,-0.516,0.01,-0.09,0.12
474278687000000,199581,-0.858,-0.025,-0.515,0.01,-0.2,0.1
474278703000000,199601,-0.855,-0.024,-0.519,0.2,0.27,0.11
474278734000000,199621,-0.854,-0.029,-0.516,-0.04,0.06,-0.06
474278750000000,199641,-0.857,-0.023,-0.514,0.08,-0.02,0.02
474278765000000,199661,-0.855,-0.019,-0.516,0.09,-0.0,0.19
474278796000000,199681,-0.857,-0.026,-0.516,0.09,-0.18,-0.01
474278812000000,199701,-0.856,-0.021,-0.514,-0.14,0.02,-0.15
474278828000000,199721,-0.863,-0.024,-0.511,0.02,-0.02,0.01
474278843000000,199741,-0.856,-0.022,-0.52,0.23,-0.28,-0.12
474278875000000,199761,-0.859,-0.023,-0.515,0.12,0.2,0.01
474278890000000,199781,-0.856,-0.026,-0.512,0.05,0.31,0.13
474278906000000,199801,-0.858,-0.027,-0.517,0.04,0.25,0.11
474278937000000,199821,-0.856,-0.025,-0.511,-0.07,0.04,0.14
474278953000000,199841,-0.854,-0.026,-0.516,0.02,-0.22,-0.02
474278968000000,199861,-0.86,-0.022,-0.516,-0.05,0.04,0.1
474278984000000,199881,-0.855,-0.023,-0.515,-0.05,-0.06,-0.08
474279015000000,199901,-0.856,-0.022,-0.513,0.34,-0.06,-0.0
474279031000000,199921,-0.857,-0.023,-0.516,-0.07,0.2,0.02
474279046000000,199941,-0.857,-0.022,-0.517,0.19,0.2,-0.15
474279062000000,199961,-0.858,-0.025,-0.517,0.01,0.33,-0.07
474279093000000,199981,-0.859,-0.022,-0.513,0.13,0.01,0.24
474279109000000,200001,-0.859,-0.024,-0.52,0.07,-0.06,0.17
474279125000000,200021,-0.856,-0.025,-0.516,-0.05,-0.42,-0.23
474279156000000,200041,-0.854,-0.022,-0.51,0.19,-0.25,0.08
474279171000000,200061,-0.859,-0.025,-0.521,0.07,0.17,0.11
474279187000000,200081,-0.858,-0.023,-0.517,0.06,0.29,0.16
474279218000000,200101,-0.855,-0.024,-0.516,-0.41,-0.04,-0.2
474279234000000,200121,-0.855,-0.022,-0.517,0.22,-0.12,0.21
474279250000000,200141,-0.856,-0.026,-0.519,0.05,-0.04,-0.1
474279265000000,200161,-0.857,-0.028,-0.514,0.02,-0.05,0.1
474279296000000,200181,-0.858,-0.025,-0.517,0.08,0.43,-0.01
474279312000000,200201,-0.859,-0.022,-0.514,-0.14,0.3,0.07
474279328000000,200221,-0.857,-0.023,-0.514,-0.15,0.07,0.12
474279343000000,200241,-0.854,-0.025,-0.508,-0.02,-0.01,-0.07
474279375000000,200261,-0.856,-0.023,-0.524,0.28,-0.3,0.08
474279390000000,200281,-0.855,-0.027,-0.519,0.1,-0.11,-0.02
474279406000000,200301,-0.855,-0.023,-0.513,-0.04,-0.32,0.04
474279437000000,200321,-0.855,-0.024,-0.509,0.09,0.19,0.14
474279453000000,200341,-0.856,-0.029,-0.511,0.0,-0.25,-0.23
474279468000000,200361,-0.856,-0.026,-0.511,-0.01,0.04,0.14
474279484000000,200381,-0.859,-0.021,-0.517,0.16,-0.01,-0.15
474279515000000,200401,-0.859,-0.024,-0.513,-0.06,0.32,0.11
474279531000000,200421,-0.854,-0.025,-0.514,-0.22,0.09,0.08
474279546000000,200441,-0.857,-0.024,-0.512,0.05,0.3,0.08
474279578000000,200461,-0.854,-0.02,-0.517,0.05,-0.24,-0.03
474279593000000,200481,-0.856,-0.029,-0.516,0.09,0.02,-0.08
474279609000000,200501,-0.858,-0.025,-0.515,-0.16,0.21,0.16
474279625000000,200521,-0.859,-0.025,-0.518,-0.17,0.07,0.14
474279656000000,200541,-0.856,-0.022,-0.517,0.02,0.07,-0.15
474279671000000,200561,-0.858,-0.027,-0.51,-0.29,0.01,0.21
474279687000000,200581,-0.855,-0.019,-0.513,-0.11,-0.07,0.01
474279703000000,200601,-0.856,-0.025,-0.517,-0.03,-0.12,0.1
474279734000000,200621,-0.856,-0.02,-0.518,-0.16,0.04,-0.12
474279750000000,200641,-0.86,-0.021,-0.519,0.09,0.14,0.03
474279765000000,200661,-0.857,-0.026,-0.511,-0.07,-0.06,0.06
474279796000000,200681,-0.856,-0.024,-0.509,0.01,-0.19,0.21
474279812000000,200701,-0.857,-0.019,-0.514,-0.07,-0.06,0.08
474279828000000,200721,-0.857,-0.022,-0.519,0.02,0.27,0.15
474279843000000,200741,-0.857,-0.024,-0.513,0.11,-0.02,0.08
474279875000000,200761,-0.856,-0.022,-0.516,-0.2,0.22,0.2
474279890000000,200781,-0.856,-0.021,-0.515,0.21,0.1,0.05
474279906000000,200801,-0.859,-0.028,-0.514,-0.04,0.14,0.04
474279937000000,200821,-0.853,-0.027,-0.513,0.12,-0.24,-0.11
474279953000000,200841,-0.855,-0.022,-0.514,0.18,-0.15,0.14
474279968000000,200861,-0.854,-0.021,-0.519,0.09,0.24,0.11
474279984000000,200881,-0.854,-0.021,-0.516,-0.13,-0.05,0.16
474280015000000,200901,-0.858,-0.027,-0.523,-0.18,-0.06,0.03
474280031000000,200921,-0.856,-0.028,-0.519,-0.14,0.06,-0.02
474280046000000,200941,-0.859,-0.023,-0.516,-0.24,-0.25,0.24
474280062000000,200961,-0.858,-0.024,-0.52,-0.11,0.01,0.07
474280093000000,200981,-0.858,-0.025,-0.512,0.1,-0.23,0.11
474280109000000,201001,-0.855,-0.024,-0.514,-0.06,0.1,0.14
474280125000000,201021,-0.857,-0.024,-0.514,0.12,-0.22,0.14
474280156000000,201041,-0.857,-0.024,-0.514,-0.03,0.27,0.06
474280171000000,201061,-0.858,-0.024,-0.511,-0.14,-0.0,-0.08
474280187000000,201081,-0.858,-0.025,-0.516,-0.18,0.19,-0.15
474280203000000,201101,-0.859,-0.024,-0.52,-0.09,0.11,-0.05
474280234000000,201121,-0.854,-0.025,-0.516,-0.04,-0.05,0.14
474280250000000,201141,-0.852,-0.025,-0.516,0.16,0.25,-0.1
474280265000000,201161,-0.857,-0.018,-0.511,-0.02,0.23,-0.04
474280296000000,201181,-0.855,-0.023,-0.517,0.03,0.08,0.07
474280312000000,201201,-0.859,-0.025,-0.519,-0.09,-0.08,0.15
474280328000000,201221,-0.854,-0.026,-0.514,0.12,-0.02,0.04
