host_monotonic_ns,t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
474111281000000,32161,-0.855,-0.025,-0.512,-0.1,0.11,0.05
474111296000000,32181,-0.853,-0.022,-0.512,0.25,0.3,-0.06
474111312000000,32201,-0.853,-0.024,-0.517,-0.01,-0.15,0.05
474111328000000,32221,-0.857,-0.022,-0.523,-0.05,-0.14,-0.06
474111359000000,32241,-0.854,-0.024,-0.518,0.05,0.23,-0.08
474111375000000,32261,-0.858,-0.025,-0.513,-0.04,-0.0,0.14
474111390000000,32281,-0.857,-0.022,-0.519,0.18,-0.11,0.1
474111421000000,32301,-0.857,-0.027,-0.519,0.14,0.27,-0.1
474111437000000,32321,-0.857,-0.023,-0.523,-0.06,-0.05,0.21
474111453000000,32341,-0.859,-0.026,-0.517,0.15,0.14,0.11
474111468000000,32361,-0.856,-0.023,-0.515,-0.11,0.14,0.05
474111500000000,32381,-0.857,-0.024,-0.514,0.25,0.07,0.05
474111515000000,32401,-0.857,-0.024,-0.518,-0.07,-0.48,0.11
474111531000000,32421,-0.859,-0.022,-0.518,-0.01,-0.22,-0.19
474111562000000,32441,-0.858,-0.028,-0.517,0.08,-0.01,-0.08
474111578000000,32461,-0.86,-0.022,-0.516,0.15,0.17,-0.09
474111593000000,32481,-0.858,-0.024,-0.512,-0.03,-0.25,0.13
474111609000000,32501,-0.855,-0.024,-0.506,0.09,0.07,0.07
474111640000000,32521,-0.856,-0.03,-0.517,0.09,0.49,0.16
474111656000000,32541,-0.86,-0.025,-0.515,0.24,0.52,0.17
474111671000000,32561,-0.855,-0.026,-0.518,-0.11,0.14,0.09
474111703000000,32581,-0.856,-0.027,-0.521,0.3,0.16,0.09
474111718000000,32601,-0.856,-0.025,-0.512,0.15,-0.29,0.37
474111734000000,32621,-0.854,-0.021,-0.519,-0.15,0.13,0.05
474111750000000,32641,-0.857,-0.023,-0.516,-0.01,0.25,-0.05
474111781000000,32661,-0.855,-0.023,-0.519,0.09,-0.18,-0.15
474111796000000,32681,-0.861,-0.026,-0.518,-0.13,-0.15,0.09
474111812000000,32701,-0.857,-0.024,-0.516,-0.04,-0.1,-0.05
474111843000000,32721,-0.855,-0.019,-0.512,-0.04,-0.1,0.01
474111859000000,32741,-0.855,-0.028,-0.517,-0.12,-0.2,0.08
474111875000000,32761,-0.858,-0.024,-0.512,0.12,0.43,-0.06
474111890000000,32781,-0.858,-0.022,-0.513,0.01,0.07,0.02
474111921000000,32801,-0.855,-0.028,-0.519,-0.07,0.07,0.23
474111937000000,32821,-0.856,-0.024,-0.52,0.18,-0.2,-0.18
474111953000000,32841,-0.859,-0.025,-0.515,0.12,-0.09,0.02
474111968000000,32861,-0.853,-0.023,-0.515,0.05,0.07,0.11
474112000000000,32881,-0.858,-0.026,-0.517,-0.06,0.07,-0.36
474112015000000,32901,-0.853,-0.022,-0.506,0.2,0.18,0.01
474112031000000,32921,-0.856,-0.024,-0.51,-0.01,-0.44,0.02
474112062000000,32941,-0.854,-0.026,-0.518,0.15,-0.01,0.11
474112078000000,32961,-0.856,-0.025,-0.514,0.4,0.14,-0.09
474112093000000,32981,-0.858,-0.027,-0.52,0.03,0.13,-0.26
474112109000000,33001,-0.855,-0.024,-0.516,-0.05,-0.15,0.16
474112140000000,33021,-0.855,-0.022,-0.513,0.18,0.12,0.15
474112156000000,33041,-0.858,-0.026,-0.514,0.11,0.05,0.1
474112171000000,33061,-0.854,-0.024,-0.511,0.05,-0.06,-0.12
474112203000000,33081,-0.856,-0.023,-0.514,0.01,0.07,0.2
474112218000000,33101,-0.858,-0.022,-0.515,0.0,0.2,0.08
474112234000000,33121,-0.855,-0.023,-0.51,0.12,0.04,0.12
474112250000000,33141,-0.853,-0.024,-0.511,-0.1,0.2,-0.03
474112281000000,33161,-0.855,-0.023,-0.514,-0.08,0.1,-0.2
474112296000000,33181,-0.855,-0.023,-0.517,-0.08,-0.07,-0.11
474112312000000,33201,-0.857,-0.027,-0.515,0.06,-0.02,-0.18
474112328000000,33221,-0.86,-0.021,-0.515,0.02,-0.47,0.16
474112359000000,33241,-0.855,-0.022,-0.517,0.23,-0.11,-0.08
474112375000000,33261,-0.853,-0.023,-0.52,0.05,-0.05,0.19
474112390000000,33281,-0.855,-0.021,-0.511,-0.07,0.05,0.17
474112421000000,33301,-0.857,-0.023,-0.515,0.07,-0.29,0.07
474112437000000,33321,-0.855,-0.026,-0.518,-0.04,-0.02,0.03
474112453000000,33341,-0.861,-0.028,-0.518,0.02,0.19,0.05
474112468000000,33361,-0.86,-0.026,-0.515,-0.14,-0.01,-0.02
474112500000000,33381,-0.854,-0.024,-0.517,0.21,-0.06,0.12
474112515000000,33401,-0.857,-0.024,-0.518,-0.07,0.14,0.08
474112531000000,33421,-0.855,-0.024,-0.522,-0.08,-0.02,0.05
474112562000000,33441,-0.856,-0.018,-0.518,-0.2,0.18,-0.02
474112578000000,33461,-0.851,-0.025,-0.521,-0.04,-0.18,-0.24
474112593000000,33481,-0.861,-0.021,-0.518,-0.08,0.14,0.09
474112609000000,33501,-0.857,-0.032,-0.516,0.04,-0.06,-0.04
474112640000000,33521,-0.856,-0.027,-0.512,0.0,0.17,-0.12
474112656000000,33541,-0.855,-0.028,-0.515,-0.11,-0.4,0.08
474112671000000,33561,-0.856,-0.028,-0.52,-0.07,0.23,0.15
474112703000000,33581,-0.856,-0.029,-0.516,0.15,-0.43,-0.07
474112718000000,33601,-0.854,-0.025,-0.517,-0.28,-0.14,0.17
474112734000000,33621,-0.859,-0.025,-0.515,-0.31,0.1,0.22
474112750000000,33641,-0.854,-0.026,-0.517,-0.07,-0.07,-0.02
474112781000000,33661,-0.858,-0.024,-0.52,0.04,0.13,-0.05
474112796000000,33681,-0.854,-0.026,-0.516,-0.15,-0.09,-0.04
474112812000000,33701,-0.855,-0.025,-0.516,-0.07,-0.2,0.34
474112828000000,33721,-0.855,-0.024,-0.516,0.17,0.12,0.2
474112859000000,33741,-0.854,-0.023,-0.517,-0.05,0.06,0.09
474112875000000,33761,-0.86,-0.023,-0.522,0.17,0.09,-0.05
474112890000000,33781,-0.857,-0.023,-0.509,-0.09,0.18,0.01
474112921000000,33801,-0.857,-0.025,-0.516,-0.18,0.17,0.05
474112937000000,33821,-0.854,-0.025,-0.512,0.0,-0.09,-0.21
474112953000000,33841,-0.854,-0.025,-0.519,-0.11,0.06,0.01
474112968000000,33861,-0.856,-0.025,-0.51,0.17,-0.0,0.12
474113000000000,33881,-0.854,-0.026,-0.52,-0.03,-0.02,-0.07
474113015000000,33901,-0.857,-0.024,-0.518,-0.02,-0.05,0.34
474113031000000,33921,-0.856,-0.022,-0.519,0.08,0.25,0.06
474113062000000,33941,-0.86,-0.028,-0.515,-0.11,-0.06,0.12
474113078000000,33961,-0.858,-0.024,-0.523,-0.14,0.23,-0.19
474113093000000,33981,-0.86,-0.02,-0.52,-0.15,-0.1,-0.09
474113109000000,34001,-0.856,-0.021,-0.518,0.17,0.08,-0.24
474113140000000,34021,-0.86,-0.02,-0.515,0.08,0.01,-0.11
474113156000000,34041,-0.861,-0.023,-0.523,-0.13,0.37,0.12
474113171000000,34061,-0.856,-0.022,-0.516,-0.21,0.04,0.09
474113203000000,34081,-0.856,-0.027,-0.516,0.07,-0.06,0.24
474113218000000,34101,-0.857,-0.028,-0.519,0.15,-0.05,-0.02
474113234000000,34121,-0.856,-0.024,-0.518,-0.07,0.25,-0.14
474113250000000,34141,-0.862,-0.022,-0.514,-0.07,-0.04,0.16
474113281000000,34161,-0.855,-0.022,-0.512,0.06,0.1,0.07
474113296000000,34181,-0.855,-0.024,-0.513,-0.12,0.06,-0.15
474113312000000,34201,-0.856,-0.028,-0.521,-0.14,0.2,0.1
474113328000000,34221,-0.857,-0.026,-0.517,-0.17,0.13,-0.02
474113359000000,34241,-0.855,-0.026,-0.513,-0.14,-0.24,0.15
474113375000000,34261,-0.855,-0.025,-0.52,0.0,-0.15,0.11
474113390000000,34281,-0.859,-0.025,-0.515,0.17,-0.38,0.04
474113421000000,34301,-0.859,-0.024,-0.516,-0.1,0.14,0.05
474113437000000,34321,-0.856,-0.021,-0.524,0.04,0.24,0.02
474113453000000,34341,-0.858,-0.023,-0.517,-0.07,0.3,0.12
474113468000000,34361,-0.857,-0.021,-0.514,0.05,-0.09,0.37
474113500000000,34381,-0.855,-0.025,-0.514,0.08,0.13,-0.08
474113515000000,34401,-0.858,-0.027,-0.52,0.27,-0.17,0.22
474113531000000,34421,-0.854,-0.024,-0.514,-0.11,0.01,-0.31
474113562000000,34441,-0.858,-0.026,-0.519,0.09,-0.0,-0.04
474113578000000,34461,-0.859,-0.024,-0.523,-0.07,0.23,0.14
474113593000000,34481,-0.855,-0.026,-0.516,-0.15,0.11,0.05
474113609000000,34501,-0.856,-0.022,-0.512,0.0,0.14,-0.19
474113640000000,34521,-0.856,-0.022,-0.517,0.14,-0.18,-0.04
474113656000000,34541,-0.855,-0.022,-0.519,0.05,0.15,0.02
474113671000000,34561,-0.858,-0.026,-0.521,0.0,-0.11,0.04
474113703000000,34581,-0.859,-0.021,-0.516,-0.24,-0.17,-0.08
474113718000000,34601,-0.852,-0.027,-0.514,0.05,-0.31,0.04
474113734000000,34621,-0.854,-0.025,-0.519,0.02,0.01,0.14
474113750000000,34641,-0.852,-0.027,-0.514,-0.11,-0.03,-0.05
474113781000000,34661,-0.857,-0.025,-0.517,0.05,0.1,0.43
474113796000000,34681,-0.855,-0.025,-0.518,0.03,-0.12,0.12
474113812000000,34701,-0.852,-0.025,-0.522,0.09,0.17,-0.12
474113843000000,34721,-0.859,-0.024,-0.516,-0.12,0.23,-0.21
474113859000000,34741,-0.858,-0.021,-0.521,-0.17,0.06,-0.15
474113875000000,34761,-0.857,-0.026,-0.514,0.09,0.18,-0.03
474113890000000,34781,-0.857,-0.018,-0.507,-0.18,-0.01,0.27
474113921000000,34801,-0.856,-0.028,-0.514,0.14,-0.25,0.08
474113937000000,34821,-0.855,-0.024,-0.506,-0.28,0.02,-0.13
474113953000000,34841,-0.858,-0.026,-0.516,0.15,0.18,0.06
474113968000000,34861,-0.855,-0.025,-0.515,-0.13,0.12,0.24
474114000000000,34881,-0.856,-0.018,-0.514,-0.23,0.13,0.09
474114015000000,34901,-0.855,-0.027,-0.517,0.07,-0.28,-0.21
474114031000000,34921,-0.857,-0.022,-0.512,-0.06,0.31,0.3
474114062000000,34941,-0.858,-0.024,-0.518,-0.05,-0.19,0.01
474114078000000,34961,-0.853,-0.022,-0.514,-0.01,-0.01,-0.11
474114093000000,34981,-0.859,-0.026,-0.52,0.15,-0.11,0.05
474114109000000,35001,-0.856,-0.018,-0.517,0.19,0.12,0.08
474114140000000,35021,-0.854,-0.023,-0.516,0.38,0.04,-0.11
474114156000000,35041,-0.857,-0.024,-0.518,-0.01,0.34,0.17
474114171000000,35061,-0.862,-0.025,-0.513,0.17,-0.15,0.05
474114203000000,35081,-0.857,-0.023,-0.515,-0.02,0.22,0.06
474114218000000,35101,-0.857,-0.024,-0.515,0.16,0.47,-0.05
474114234000000,35121,-0.858,-0.024,-0.515,0.01,0.27,0.14
474114250000000,35141,-0.858,-0.024,-0.511,0.09,-0.09,0.06
474114281000000,35161,-0.858,-0.027,-0.521,0.07,0.33,0.04
474114296000000,35181,-0.854,-0.023,-0.514,-0.14,-0.46,-0.02
474114312000000,35201,-0.851,-0.023,-0.511,-0.07,0.01,0.14
474114328000000,35221,-0.856,-0.027,-0.511,-0.15,0.11,0.13
474114359000000,35241,-0.859,-0.029,-0.511,0.15,0.01,0.07
474114375000000,35261,-0.858,-0.027,-0.515,-0.12,0.23,-0.0
474114390000000,35281,-0.862,-0.023,-0.514,0.18,-0.11,0.21
474114421000000,35301,-0.856,-0.026,-0.516,-0.05,-0.02,-0.02
474114437000000,35321,-0.858,-0.021,-0.516,-0.04,-0.25,0.02
474114453000000,35341,-0.859,-0.025,-0.518,-0.04,0.06,0.06
474114468000000,35361,-0.861,-0.026,-0.515,-0.1,0.3,-0.0
474114500000000,35381,-0.862,-0.024,-0.513,-0.04,0.23,-0.33
474114515000000,35401,-0.858,-0.022,-0.517,0.1,0.14,-0.01
474114531000000,35421,-0.857,-0.022,-0.508,0.1,-0.08,0.12
474114562000000,35441,-0.861,-0.026,-0.512,-0.29,-0.12,-0.08
474114578000000,35461,-0.858,-0.021,-0.519,0.06,-0.03,0.14
474114593000000,35481,-0.857,-0.027,-0.514,0.05,0.17,0.21
474114609000000,35501,-0.857,-0.025,-0.508,-0.18,0.01,0.35
474114640000000,35521,-0.859,-0.022,-0.514,-0.12,0.09,-0.08
474114656000000,35541,-0.856,-0.02,-0.514,-0.07,0.06,0.05
474114671000000,35561,-0.857,-0.022,-0.51,-0.01,0.18,0.03
474114703000000,35581,-0.858,-0.022,-0.51,0.04,0.31,-0.36
474114718000000,35601,-0.85,-0.025,-0.509,-0.23,0.06,0.12
474114734000000,35621,-0.859,-0.023,-0.514,0.13,0.14,0.05
474114750000000,35641,-0.859,-0.028,-0.519,-0.17,0.1,0.05
474114781000000,35661,-0.852,-0.023,-0.515,0.17,-0.05,-0.05
474114796000000,35681,-0.853,-0.025,-0.516,0.33,0.11,0.27
474114812000000,35701,-0.858,-0.024,-0.513,-0.05,0.17,0.04
474114828000000,35721,-0.858,-0.024,-0.513,-0.04,0.04,-0.02
474114859000000,35741,-0.857,-0.026,-0.511,0.13,-0.06,-0.09
474114875000000,35761,-0.862,-0.025,-0.514,0.09,-0.09,0.14
474114890000000,35781,-0.857,-0.028,-0.518,-0.21,0.02,0.01
474114921000000,35801,-0.855,-0.026,-0.515,0.21,-0.04,0.03
474114937000000,35821,-0.855,-0.025,-0.517,0.1,-0.3,0.24
474114953000000,35841,-0.851,-0.026,-0.517,0.02,0.1,0.07
474114968000000,35861,-0.852,-0.025,-0.509,0.07,-0.13,-0.01
474115000000000,35881,-0.855,-0.025,-0.514,0.0,0.52,0.15
474115015000000,35901,-0.856,-0.023,-0.508,0.03,0.04,0.24
474115031000000,35921,-0.856,-0.026,-0.508,-0.14,0.06,0.23
474115062000000,35941,-0.856,-0.025,-0.519,-0.04,-0.28,-0.18
474115078000000,35961,-0.855,-0.025,-0.516,0.05,-0.25,0.07
474115093000000,35981,-0.859,-0.025,-0.513,0.33,0.23,-0.15
474115109000000,36001,-0.856,-0.022,-0.519,-0.17,0.13,0.01
474115140000000,36021,-0.859,-0.025,-0.513,0.0,-0.28,0.09
474115156000000,36041,-0.856,-0.024,-0.514,-0.02,0.1,-0.08
474115171000000,36061,-0.855,-0.023,-0.511,-0.23,0.05,0.15
474115187000000,36081,-0.853,-0.031,-0.516,-0.08,-0.09,0.23
474115218000000,36101,-0.853,-0.025,-0.514,-0.06,0.1,0.01
474115234000000,36121,-0.857,-0.024,-0.508,0.23,0.02,0.01
474115250000000,36141,-0.853,-0.028,-0.515,-0.23,0.55,0.34
474115281000000,36161,-0.859,-0.024,-0.523,-0.19,-0.09,0.17
474115296000000,36181,-0.855,-0.022,-0.512,0.15,0.1,0.06
474115312000000,36201,-0.854,-0.023,-0.515,-0.07,0.03,0.19
474115343000000,36221,-0.854,-0.027,-0.516,0.02,-0.51,-0.06
474115359000000,36241,-0.85,-0.026,-0.515,0.01,-0.15,0.05
474115375000000,36261,-0.854,-0.023,-0.523,-0.07,0.02,0.02
474115390000000,36281,-0.855,-0.027,-0.51,-0.1,0.17,0.27
474115421000000,36301,-0.857,-0.021,-0.518,0.16,0.11,-0.16
474115437000000,36321,-0.853,-0.024,-0.512,0.17,0.06,-0.03
474115453000000,36341,-0.86,-0.025,-0.517,0.05,0.22,0.09
474115468000000,36361,-0.857,-0.026,-0.516,0.02,0.17,-0.0
474115500000000,36381,-0.858,-0.024,-0.516,-0.11,-0.02,-0.04
474115515000000,36401,-0.857,-0.022,-0.515,-0.11,-0.02,0.17
474115531000000,36421,-0.856,-0.022,-0.508,0.05,0.04,-0.08
474115562000000,36441,-0.86,-0.022,-0.519,0.13,0.07,0.14
474115578000000,36461,-0.856,-0.024,-0.514,0.14,0.14,-0.21
474115593000000,36481,-0.853,-0.026,-0.51,0.0,0.29,0.06
474115609000000,36501,-0.854,-0.025,-0.519,0.05,0.22,0.06
474115640000000,36521,-0.859,-0.023,-0.516,0.3,-0.19,0.2
474115656000000,36541,-0.858,-0.023,-0.52,-0.12,0.02,0.08
474115671000000,36561,-0.852,-0.023,-0.518,-0.04,0.11,0.12
474115703000000,36581,-0.856,-0.023,-0.513,-0.12,-0.1,-0.05
474115718000000,36601,-0.857,-0.023,-0.519,-0.24,0.03,0.02
474115734000000,36621,-0.858,-0.024,-0.514,0.0,0.39,0.03
474115750000000,36641,-0.856,-0.021,-0.516,0.14,0.02,-0.01
474115781000000,36661,-0.859,-0.023,-0.508,0.15,-0.02,0.2
474115796000000,36681,-0.86,-0.021,-0.514,-0.07,-0.03,-0.14
474115812000000,36701,-0.858,-0.026,-0.522,-0.03,-0.15,-0.08
474115843000000,36721,-0.855,-0.022,-0.512,0.01,0.08,0.08
474115859000000,36741,-0.855,-0.024,-0.514,-0.07,0.14,-0.05
474115875000000,36761,-0.857,-0.025,-0.519,0.19,0.23,-0.13
474115890000000,36781,-0.858,-0.023,-0.517,-0.04,0.12,-0.22
474115921000000,36801,-0.857,-0.027,-0.513,-0.18,0.06,-0.02
474115937000000,36821,-0.859,-0.026,-0.519,-0.04,-0.41,-0.04
474115953000000,36841,-0.855,-0.028,-0.515,0.01,0.01,-0.18
474115968000000,36861,-0.86,-0.026,-0.521,-0.08,0.13,-0.0
474116000000000,36881,-0.858,-0.026,-0.515,0.04,0.03,0.12
474116015000000,36901,-0.857,-0.024,-0.516,0.0,-0.05,0.14
474116031000000,36921,-0.857,-0.02,-0.519,0.0,-0.28,0.01
474116062000000,36941,-0.858,-0.026,-0.513,0.01,-0.23,0.14
474116078000000,36961,-0.858,-0.024,-0.518,0.04,-0.06,-0.12
474116093000000,36981,-0.86,-0.023,-0.519,0.03,0.04,-0.1
474116109000000,37001,-0.857,-0.021,-0.518,0.13,-0.04,-0.11
474116140000000,37021,-0.851,-0.023,-0.518,0.11,-0.05,0.05
474116156000000,37041,-0.86,-0.021,-0.514,-0.17,0.02,0.08
474116171000000,37061,-0.856,-0.024,-0.51,-0.07,0.11,0.21
474116203000000,37081,-0.857,-0.021,-0.516,0.02,-0.07,0.07
474116218000000,37101,-0.856,-0.026,-0.508,-0.14,0.23,-0.27
474116234000000,37121,-0.854,-0.022,-0.519,-0.1,0.21,0.1
474116250000000,37141,-0.854,-0.023,-0.514,-0.11,0.24,-0.02
474116281000000,37161,-0.857,-0.027,-0.51,0.06,-0.05,0.14
474116296000000,37181,-0.854,-0.025,-0.514,0.03,-0.16,0.21
474116312000000,37201,-0.86,-0.026,-0.514,-0.17,0.18,0.14
474116328000000,37221,-0.855,-0.026,-0.512,-0.06,0.04,-0.11
474116359000000,37241,-0.858,-0.024,-0.522,-0.03,-0.02,0.05
474116375000000,37261,-0.856,-0.024,-0.516,0.07,0.01,0.32
474116390000000,37281,-0.855,-0.018,-0.516,0.11,0.08,-0.12
474116421000000,37301,-0.859,-0.026,-0.514,0.12,-0.23,0.05
474116437000000,37321,-0.852,-0.022,-0.512,-0.17,-0.15,-0.03
474116453000000,37341,-0.856,-0.028,-0.515,0.07,-0.28,0.07
474116468000000,37361,-0.862,-0.021,-0.511,-0.03,0.05,-0.19
474116500000000,37381,-0.855,-0.025,-0.521,0.14,0.12,-0.0
474116515000000,37401,-0.86,-0.027,-0.519,-0.22,-0.06,0.01
474116531000000,37421,-0.858,-0.022,-0.516,-0.25,0.12,-0.15
474116562000000,37441,-0.858,-0.025,-0.514,-0.05,-0.14,-0.05
474116578000000,37461,-0.858,-0.023,-0.518,0.05,-0.16,0.03
474116593000000,37481,-0.855,-0.022,-0.512,-0.14,-0.04,0.17
474116609000000,37501,-0.856,-0.023,-0.518,0.18,-0.05,0.03
474116640000000,37521,-0.855,-0.023,-0.517,0.13,0.2,0.05
474116656000000,37541,-0.857,-0.023,-0.516,-0.16,0.14,0.13
474116671000000,37561,-0.858,-0.024,-0.52,0.08,-0.11,0.1
474116687000000,37581,-0.861,-0.027,-0.518,0.14,-0.01,-0.02
474116718000000,37601,-0.855,-0.026,-0.511,0.32,-0.22,0.13
474116734000000,37621,-0.858,-0.024,-0.517,0.09,0.05,0.08
474116750000000,37641,-0.858,-0.026,-0.512,-0.01,-0.08,0.11
474116781000000,37661,-0.856,-0.027,-0.517,0.02,-0.13,-0.0
474116796000000,37681,-0.856,-0.025,-0.519,0.21,-0.01,0.08
474116812000000,37701,-0.86,-0.026,-0.512,0.05,-0.35,0.14
474116828000000,37721,-0.857,-0.023,-0.512,-0.03,0.2,0.12
474116859000000,37741,-0.855,-0.023,-0.509,0.06,0.03,0.08
474116875000000,37761,-0.861,-0.026,-0.518,0.09,0.05,0.06
474116890000000,37781,-0.855,-0.029,-0.516,-0.13,0.1,0.13
474116921000000,37801,-0.857,-0.024,-0.516,-0.14,-0.13,-0.01
474116937000000,37821,-0.852,-0.022,-0.513,-0.21,0.03,0.01
474116953000000,37841,-0.854,-0.025,-0.519,0.31,-0.15,0.05
474116968000000,37861,-0.855,-0.023,-0.512,0.09,-0.09,-0.12
474117000000000,37881,-0.858,-0.021,-0.519,0.07,-0.32,-0.03
474117015000000,37901,-0.856,-0.024,-0.518,-0.29,-0.14,0.21
474117031000000,37921,-0.857,-0.023,-0.513,-0.07,0.04,0.05
474117062000000,37941,-0.85,-0.025,-0.513,-0.43,0.1,-0.08
474117078000000,37961,-0.854,-0.025,-0.519,0.0,0.04,-0.06
474117093000000,37981,-0.855,-0.022,-0.506,-0.1,0.01,-0.04
474117109000000,38001,-0.855,-0.024,-0.519,0.04,-0.03,0.05
474117140000000,38021,-0.856,-0.024,-0.518,-0.04,0.01,-0.02
474117156000000,38041,-0.857,-0.028,-0.522,-0.01,-0.19,0.23
474117171000000,38061,-0.854,-0.023,-0.517,0.08,-0.0,0.09
474117187000000,38081,-0.859,-0.023,-0.518,0.02,-0.08,0.05
474117218000000,38101,-0.852,-0.025,-0.516,-0.08,0.01,0.07
474117234000000,38121,-0.857,-0.027,-0.518,0.08,-0.29,0.05
474117250000000,38141,-0.851,-0.023,-0.516,0.18,0.01,0.12
474117281000000,38161,-0.857,-0.024,-0.518,-0.2,-0.05,0.19
474117296000000,38181,-0.858,-0.023,-0.521,0.12,0.03,-0.1
474117312000000,38201,-0.859,-0.025,-0.511,-0.25,0.03,0.12
474117343000000,38221,-0.858,-0.023,-0.519,0.27,0.17,0.04
474117359000000,38241,-0.852,-0.02,-0.517,0.01,0.07,-0.08
474117375000000,38261,-0.855,-0.026,-0.52,0.15,-0.13,0.11
474117390000000,38281,-0.857,-0.023,-0.52,-0.18,0.14,0.05
474117421000000,38301,-0.855,-0.028,-0.514,0.29,-0.04,0.29
474117437000000,38321,-0.858,-0.025,-0.518,0.08,-0.15,0.01
474117453000000,38341,-0.856,-0.024,-0.51,-0.14,0.32,-0.06
474117468000000,38361,-0.856,-0.022,-0.514,-0.41,0.15,0.19
474117500000000,38381,-0.856,-0.021,-0.514,0.04,-0.12,-0.05
474117515000000,38401,-0.861,-0.023,-0.513,0.05,0.14,0.11
474117531000000,38421,-0.86,-0.027,-0.517,-0.26,-0.23,-0.03
474117562000000,38441,-0.86,-0.027,-0.515,0.02,0.13,0.14
474117578000000,38461,-0.855,-0.025,-0.518,0.05,0.07,-0.06
474117593000000,38481,-0.85,-0.023,-0.51,-0.19,0.08,-0.18
474117609000000,38501,-0.854,-0.022,-0.515,0.22,-0.23,-0.12
474117640000000,38521,-0.853,-0.021,-0.517,-0.06,-0.2,-0.1
474117656000000,38541,-0.853,-0.025,-0.514,-0.13,-0.12,-0.18
474117671000000,38561,-0.859,-0.021,-0.516,-0.17,-0.21,0.15
474117703000000,38581,-0.858,-0.024,-0.516,0.15,-0.06,-0.16
474117718000000,38601,-0.855,-0.025,-0.51,-0.14,-0.07,-0.0
474117734000000,38621,-0.852,-0.02,-0.514,0.08,-0.1,-0.15
474117750000000,38641,-0.856,-0.024,-0.517,0.07,-0.1,-0.05
474117781000000,38661,-0.857,-0.022,-0.511,-0.01,0.02,0.2
474117796000000,38681,-0.861,-0.024,-0.513,-0.08,0.04,0.38
474117812000000,38701,-0.86,-0.025,-0.513,-0.17,-0.02,-0.15
474117828000000,38721,-0.856,-0.027,-0.515,0.29,0.04,0.1
474117859000000,38741,-0.853,-0.026,-0.505,-0.25,-0.06,0.11
474117875000000,38761,-0.858,-0.021,-0.519,0.1,0.36,0.4
474117890000000,38781,-0.856,-0.022,-0.508,-0.13,-0.01,-0.19
474117921000000,38801,-0.858,-0.024,-0.517,0.09,-0.0,-0.21
474117937000000,38821,-0.858,-0.025,-0.516,0.27,-0.58,-0.13
474117953000000,38841,-0.861,-0.024,-0.516,-0.16,-0.0,0.21
474117968000000,38861,-0.859,-0.023,-0.514,0.0,-0.34,0.1
474118000000000,38881,-0.86,-0.021,-0.518,0.28,0.18,-0.01
474118015000000,38901,-0.856,-0.026,-0.518,-0.08,-0.13,-0.06
474118031000000,38921,-0.854,-0.021,-0.514,-0.01,0.22,-0.0
474118062000000,38941,-0.857,-0.025,-0.517,-0.16,0.12,0.06
474118078000000,38961,-0.858,-0.029,-0.516,0.14,-0.45,-0.19
474118093000000,38981,-0.858,-0.031,-0.514,0.11,0.07,0.06
474118109000000,39001,-0.858,-0.021,-0.519,-0.07,-0.2,0.06
474118140000000,39021,-0.855,-0.025,-0.52,0.08,-0.28,0.16
474118156000000,39041,-0.854,-0.025,-0.509,-0.13,0.26,0.09
474118171000000,39061,-0.854,-0.028,-0.52,0.13,-0.26,-0.09
474118187000000,39081,-0.857,-0.022,-0.513,0.09,-0.25,0.29
474118218000000,39101,-0.856,-0.026,-0.513,-0.04,0.23,0.14
474118234000000,39121,-0.857,-0.026,-0.52,0.15,0.02,0.13
474118250000000,39141,-0.856,-0.025,-0.522,-0.04,0.01,-0.12
474118281000000,39161,-0.856,-0.019,-0.515,-0.19,-0.26,0.28
474118296000000,39181,-0.857,-0.022,-0.509,0.09,-0.09,-0.08
474118312000000,39201,-0.854,-0.024,-0.513,0.04,-0.0,-0.19
474118328000000,39221,-0.855,-0.025,-0.518,-0.19,-0.11,0.12
474118359000000,39241,-0.858,-0.024,-0.513,0.07,-0.23,-0.05
474118375000000,39261,-0.851,-0.02,-0.515,0.17,-0.2,0.14
474118390000000,39281,-0.855,-0.022,-0.516,-0.08,-0.06,-0.24
474118421000000,39301,-0.854,-0.025,-0.515,-0.11,-0.23,-0.08
474118437000000,39321,-0.852,-0.022,-0.511,0.25,-0.12,-0.08
474118453000000,39341,-0.858,-0.025,-0.516,0.05,-0.09,-0.04
474118468000000,39361,-0.857,-0.022,-0.521,0.17,0.05,-0.06
474118500000000,39381,-0.856,-0.02,-0.515,-0.4,-0.12,-0.22
474118515000000,39401,-0.852,-0.027,-0.517,-0.11,0.07,0.08
474118531000000,39421,-0.858,-0.026,-0.518,-0.03,-0.08,0.03
474118562000000,39441,-0.855,-0.019,-0.519,0.2,-0.18,-0.21
474118578000000,39461,-0.858,-0.023,-0.517,0.3,-0.0,0.26
474118593000000,39481,-0.855,-0.022,-0.519,0.02,0.01,0.04
474118609000000,39501,-0.856,-0.026,-0.519,0.31,-0.28,0.11
474118640000000,39521,-0.857,-0.028,-0.509,-0.14,0.01,0.1
474118656000000,39541,-0.854,-0.023,-0.52,0.17,0.17,0.17
474118671000000,39561,-0.858,-0.022,-0.517,-0.07,-0.07,0.12
474118703000000,39581,-0.851,-0.023,-0.509,-0.02,-0.05,0.1
474118718000000,39601,-0.857,-0.026,-0.516,-0.06,-0.36,0.01
