device_id,session_id,sequence,device_timestamp_us,host_capture_monotonic_ns,host_received_monotonic_ns,width,height,jpeg_bytes,motion_score,relative_path
cam01,fusion_20260818T184228Z,44,140740436,570193189370371,570193093000000,320,240,7937,0.009207346476614475,frames/0000000044.jpg
cam01,fusion_20260818T184228Z,45,140848328,570193297075290,570194390000000,320,240,7888,0.008678444661200047,frames/0000000045.jpg
cam01,fusion_20260818T184228Z,46,140884337,570193333021852,570194453000000,320,240,7932,0.010622736997902393,frames/0000000046.jpg
cam01,fusion_20260818T184228Z,47,142253000,570194699311640,570194593000000,320,240,8017,0.014725152403116226,frames/0000000047.jpg
cam01,fusion_20260818T184228Z,48,142361156,570194807280101,570194796000000,320,240,6941,0.020481465384364128,frames/0000000048.jpg
cam01,fusion_20260818T184228Z,49,142397094,570194843155786,570194843000000,320,240,6876,0.015278237871825695,frames/0000000049.jpg
cam01,fusion_20260818T184228Z,50,142505015,570194950889655,570194921000000,320,240,6958,0.01211255881935358,frames/0000000050.jpg
cam01,fusion_20260818T184228Z,51,142649270,570195094894522,570194984000000,320,240,7474,0.013931150548160076,frames/0000000051.jpg
cam01,fusion_20260818T184228Z,52,142757266,570195202703260,570195093000000,320,240,7724,0.010728043504059315,frames/0000000052.jpg
cam01,fusion_20260818T184228Z,53,142829309,570195274621341,570197812000000,320,240,7420,0.011202274821698666,frames/0000000053.jpg
cam01,fusion_20260818T184228Z,54,145530522,570197971150534,570202156000000,320,240,7688,0.08760838210582733,frames/0000000054.jpg
cam01,fusion_20260818T184228Z,55,145638630,570198079071079,570202484000000,320,240,7621,0.010340839624404907,frames/0000000055.jpg
cam01,fusion_20260818T184228Z,56,150141010,570202573644114,570202578000000,320,240,7302,0.08222409337759018,frames/0000000056.jpg
cam01,fusion_20260818T184228Z,57,150177039,570202609610641,570202640000000,320,240,7341,0.020435083657503128,frames/0000000057.jpg
cam01,fusion_20260818T184228Z,58,150284901,570202717285612,570202703000000,320,240,7718,0.03734615072607994,frames/0000000058.jpg
cam01,fusion_20260818T184228Z,59,150392966,570202825163232,570202734000000,320,240,7675,0.04766101762652397,frames/0000000059.jpg
cam01,fusion_20260818T184228Z,60,150537136,570202969083246,570202843000000,320,240,7486,0.058754678815603256,frames/0000000060.jpg
cam01,fusion_20260818T184228Z,61,150609234,570203041056231,570203109000000,320,240,7287,0.03876686468720436,frames/0000000061.jpg
cam01,fusion_20260818T184228Z,62,150645267,570203077026751,570203171000000,320,240,7352,0.02323680929839611,frames/0000000062.jpg
cam01,fusion_20260818T184228Z,63,150753149,570203184721687,570209250000000,320,240,7457,0.036881230771541595,frames/0000000063.jpg
cam01,fusion_20260818T184228Z,64,150933230,570203364490433,570210328000000,320,240,7530,0.030134499073028564,frames/0000000064.jpg
cam01,fusion_20260818T184228Z,65,158137006,570210555775345,570210531000000,320,240,7617,0.09102436900138855,frames/0000000065.jpg
cam01,fusion_20260818T184228Z,66,158172969,570210591675987,570210625000000,320,240,7645,0.011359850876033306,frames/0000000066.jpg
cam01,fusion_20260818T184228Z,67,158353298,570210771692303,570210796000000,320,240,7760,0.010356736369431019,frames/0000000067.jpg
cam01,fusion_20260818T184228Z,68,158460982,570210879189582,570210875000000,320,240,7913,0.011491097509860992,frames/0000000068.jpg
cam01,fusion_20260818T184228Z,69,158497110,570210915254938,570211265000000,320,240,7759,0.012689406052231789,frames/0000000069.jpg
cam01,fusion_20260818T184228Z,70,158605057,570211023014762,570211328000000,320,240,7661,0.015293862670660019,frames/0000000070.jpg
cam01,fusion_20260818T184228Z,71,159109419,570211526502216,570211500000000,320,240,7595,0.035641513764858246,frames/0000000071.jpg
cam01,fusion_20260818T184228Z,72,159145420,570211562440792,570211640000000,320,240,7480,0.015674462541937828,frames/0000000072.jpg
cam01,fusion_20260818T184228Z,73,159289578,570211706348827,570211750000000,320,240,7486,0.022344056516885757,frames/0000000073.jpg
cam01,fusion_20260818T184228Z,74,159361434,570211778080231,570211906000000,320,240,7529,0.01843811385333538,frames/0000000074.jpg
cam01,fusion_20260818T184228Z,75,159433471,570211849992322,570212031000000,320,240,7702,0.01841588318347931,frames/0000000075.jpg
cam01,fusion_20260818T184228Z,76,159541523,570211957856963,570212171000000,320,240,7669,0.01951921544969082,frames/0000000076.jpg
cam01,fusion_20260818T184228Z,77,159937831,570212353477780,570212515000000,320,240,7592,0.020852839574217796,frames/0000000077.jpg
cam01,fusion_20260818T184228Z,78,159973855,570212389439315,570212671000000,320,240,7666,0.010758493095636368,frames/0000000078.jpg
cam01,fusion_20260818T184228Z,79,160406147,570212820981736,570212828000000,320,240,7296,0.016452614217996597,frames/0000000079.jpg
cam01,fusion_20260818T184228Z,80,160442123,570212856895355,570212875000000,320,240,7048,0.015811461955308914,frames/0000000080.jpg
cam01,fusion_20260818T184228Z,81,160514095,570212928742558,570212921000000,320,240,7193,0.019863445311784744,frames/0000000081.jpg
cam01,fusion_20260818T184228Z,82,160694205,570213108540254,570213062000000,320,240,6956,0.016117442399263382,frames/0000000082.jpg
cam01,fusion_20260818T184228Z,83,160802142,570213216290095,570213171000000,320,240,7125,0.01490126270800829,frames/0000000083.jpg
cam01,fusion_20260818T184228Z,84,160838280,570213252365433,570213265000000,320,240,6898,0.01861441321671009,frames/0000000084.jpg
cam01,fusion_20260818T184228Z,85,160982362,570213396197600,570213359000000,320,240,6680,0.015012595802545547,frames/0000000085.jpg
cam01,fusion_20260818T184228Z,86,161018515,570213432287912,570213406000000,320,240,6668,0.01762174814939499,frames/0000000086.jpg
cam01,fusion_20260818T184228Z,87,161198496,570213611956832,570213718000000,320,240,7334,0.0186262596398592,frames/0000000087.jpg
cam01,fusion_20260818T184228Z,88,161486497,570213899458448,570213875000000,320,240,7406,0.030677510425448418,frames/0000000088.jpg
cam01,fusion_20260818T184228Z,89,161522676,570213935574715,570215203000000,320,240,7413,0.018263276666402817,frames/0000000089.jpg
cam01,fusion_20260818T184228Z,90,162999357,570215409695204,570215437000000,320,240,7967,0.07848601043224335,frames/0000000090.jpg
cam01,fusion_20260818T184228Z,91,163035392,570215445667720,570215718000000,320,240,8108,0.010556594468653202,frames/0000000091.jpg
cam01,fusion_20260818T184228Z,92,163431454,570215841042963,570215796000000,320,240,7753,0.02527524344623089,frames/0000000092.jpg
cam01,fusion_20260818T184228Z,93,163539516,570215948917587,570216015000000,320,240,7691,0.013257182203233242,frames/0000000093.jpg
cam01,fusion_20260818T184228Z,94,163576162,570215985500044,570216140000000,320,240,7866,0.010863647796213627,frames/0000000094.jpg
cam01,fusion_20260818T184228Z,95,163791696,570216200660316,570216218000000,320,240,7485,0.014778049662709236,frames/0000000095.jpg
cam01,fusion_20260818T184228Z,96,163863721,570216272560428,570216281000000,320,240,7456,0.012609324418008327,frames/0000000096.jpg
cam01,fusion_20260818T184228Z,97,163971730,570216380382144,570216343000000,320,240,7586,0.01195938978344202,frames/0000000097.jpg
cam01,fusion_20260818T184228Z,98,164043814,570216452341153,570216468000000,320,240,7263,0.01908978633582592,frames/0000000098.jpg
cam01,fusion_20260818T184228Z,99,164151826,570216560165864,570216609000000,320,240,7920,0.01666596718132496,frames/0000000099.jpg
cam01,fusion_20260818T184228Z,100,164187952,570216596229223,570216656000000,320,240,7855,0.01248161680996418,frames/0000000100.jpg
cam01,fusion_20260818T184228Z,101,164295894,570216703984055,570216984000000,320,240,7539,0.0150639982894063,frames/0000000101.jpg
cam01,fusion_20260818T184228Z,102,164439968,570216847808236,570217046000000,320,240,7554,0.01492686290293932,frames/0000000102.jpg
cam01,fusion_20260818T184228Z,103,164836332,570217243484955,570219890000000,320,240,7631,0.02233518846333027,frames/0000000103.jpg
cam01,fusion_20260818T184228Z,104,167645763,570220048044503,570220000000000,320,240,8132,0.03718830272555351,frames/0000000104.jpg
cam01,fusion_20260818T184228Z,105,167753604,570220155698510,570220187000000,320,240,7994,0.009279990568757057,frames/0000000105.jpg
cam01,fusion_20260818T184228Z,106,167861654,570220263561156,570220937000000,320,240,8164,0.009431218728423119,frames/0000000106.jpg
cam01,fusion_20260818T184228Z,107,168762228,570221162573593,570221218000000,320,240,7916,0.01140095666050911,frames/0000000107.jpg
cam01,fusion_20260818T184228Z,108,168798698,570221198980355,570221640000000,320,240,7680,0.012259820476174355,frames/0000000108.jpg
cam01,fusion_20260818T184228Z,109,168870176,570221270334415,570221703000000,320,240,7713,0.012038534507155418,frames/0000000109.jpg
cam01,fusion_20260818T184228Z,110,169482590,570221881686511,570221796000000,320,240,8167,0.014835052192211151,frames/0000000110.jpg
cam01,fusion_20260818T184228Z,111,169554623,570221953594608,570221937000000,320,240,8038,0.010024765506386757,frames/0000000111.jpg
cam01,fusion_20260818T184228Z,112,169662557,570222061341455,570222062000000,320,240,8167,0.008216776885092258,frames/0000000112.jpg
cam01,fusion_20260818T184228Z,113,169698681,570222097402817,570222312000000,320,240,8138,0.010702461004257202,frames/0000000113.jpg
cam01,fusion_20260818T184228Z,114,170130914,570222528886340,570222875000000,320,240,8025,0.012078550644218922,frames/0000000114.jpg
cam01,fusion_20260818T184228Z,115,170599083,570222996243552,570224093000000,320,240,7514,0.012937908992171288,frames/0000000115.jpg
cam01,fusion_20260818T184228Z,116,171895771,570224290683142,570224250000000,320,240,8192,0.013964665122330189,frames/0000000116.jpg
cam01,fusion_20260818T184228Z,117,172003724,570224398448956,570224500000000,320,240,8216,0.008738324046134949,frames/0000000117.jpg
cam01,fusion_20260818T184228Z,118,172039958,570224434620127,570224609000000,320,240,8064,0.011089086532592773,frames/0000000118.jpg
cam01,fusion_20260818T184228Z,119,172147797,570224542272138,570224625000000,320,240,7810,0.012186393141746521,frames/0000000119.jpg
cam01,fusion_20260818T184228Z,120,172363907,570224758007411,570224656000000,320,240,8125,0.012782152742147446,frames/0000000120.jpg
cam01,fusion_20260818T184228Z,121,172435941,570224829916507,570224750000000,320,240,8157,0.014582364819943905,frames/0000000121.jpg
cam01,fusion_20260818T184228Z,122,172508081,570224901931419,570224890000000,320,240,8141,0.016444871202111244,frames/0000000122.jpg
cam01,fusion_20260818T184228Z,123,172544121,570224937908926,570224968000000,320,240,8173,0.010206785053014755,frames/0000000123.jpg
cam01,fusion_20260818T184228Z,124,172724094,570225117569860,570231359000000,320,240,7951,0.007969413883984089,frames/0000000124.jpg
